ENS_ID	AM_lambda	PAI_lambda	REVEL_lambda	Lof_lambda	syn_lambda	missense_lambda	AM_y	REVEL_y	PAI_y	Lof_varN	syn_varN	missense_positions	Gene_Name	missense_MTs	missense_MTs_by_pos
ENSG00000135932	6.612186568806964e-05	6.612186568806964e-05	6.646024478995096e-05	6.080109983671985e-06	3.044028044615337e-05	6.646024478995096e-05	NA	NA	NA	1.0	0.0	NA	CAB39	NA	NA
ENSG00000119844	0.0001835037012069	0.0001774628753406	0.0001840853739902	1.336999221813336e-05	6.35224177853587e-05	0.0001840853739902	NA	NA	NA	0.0	1.0	NA	AFTPH	NA	NA
ENSG00000101126	0.0002522785840486	0.0002522785840486	0.0002529566814836	1.8081854250266843e-05	9.396091258981408e-05	0.0002529566814836	4.21554	4.34883	4.11356	7.0	1.0	50893146,50893174,50893179,50893968,50894461	ADNP	0.50378543,0.51937894,0.52011662,0.75280687,0.91665343	0.00034941999999993367,0.00021705999999999115,0.00019942000000006121,0.0012300499999999825,0.00019764999999993815
ENSG00000171119	6.200239028944075e-05	6.200239028944075e-05	6.223363088940713e-05	1.7985876008968014e-06	2.8543482551834592e-05	6.223363088940713e-05	NA	NA	NA	NA	NA	NA	NRTN	NA	NA
ENSG00000129422	0.0003539043636296	0.0001470002743732	0.0003928184067564	3.038001503882633e-05	0.000133191907118	0.0003928184067564	1.9249	2.25969	0.96329	0.0	1.0	17647010,17697307,17754271	MTUS1	0.06945971,0.30743941,0.65046724	0.0029217599999999955,0.00016365000000001517,0.00020569000000003612
ENSG00000140093	9.90151714176514e-05	9.90151714176514e-05	0.0001076518739032	5.2832673756797285e-06	4.175365983794467e-05	0.0001076518739032	NA	NA	NA	NA	NA	NA	SERPINA10	NA	NA
ENSG00000148481	9.335022312889931e-05	9.335022312889931e-05	9.518139869079529e-05	1.0727242504231866e-05	3.570033447975153e-05	9.518139869079529e-05	NA	NA	NA	NA	NA	NA	MINDY3	NA	NA
ENSG00000124449	0.000186799549372	0.000186799549372	0.0001871089117963	4.13376053221752e-06	0.0001005222530112	0.0001871089117963	NA	NA	NA	NA	NA	NA	IRGC	NA	NA
ENSG00000103126	0.0003200825242167	0.0003200825242167	0.0003388085487098	2.001615062025589e-05	0.0001453905183819	0.0003388085487098	1.61956	1.02958	1.44932	0.0	0.0	289440,289440	AXIN1	0.05582361,0.05582361	0.00031885000000000246,0.00031885000000000246
ENSG00000035687	9.063024441153449e-05	9.063024441153449e-05	9.12766467064212e-05	1.0023253264565877e-05	3.440395860658094e-05	9.12766467064212e-05	NA	NA	NA	1.0	0.0	NA	ADSS2	NA	NA
ENSG00000164434	2.614224087766644e-05	2.614224087766644e-05	3.609049719089179e-05	1.9490279140023426e-06	1.2000851445745528e-05	3.609049719089179e-05	NA	NA	NA	NA	NA	NA	FABP7	NA	NA
ENSG00000128918	0.0001390617577917	0.0001390617577917	0.0001448900922959	1.1386590701433304e-05	4.863284448173217e-05	0.0001448900922959	NA	NA	NA	NA	NA	NA	ALDH1A2	NA	NA
ENSG00000181915	6.276753775728319e-05	6.276753775728319e-05	6.31202019927532e-05	2.381599615483852e-06	3.168576553091433e-05	6.31202019927532e-05	0.87993	0.83963	0.77745	0.0	0.0	62805445	ADO	0.48505958	0.0028360199999999947
ENSG00000111540	4.693648486807913e-05	4.693648486807913e-05	5.7375792648414494e-05	7.174708344902804e-06	8.65768377557523e-06	5.7375792648414494e-05	NA	NA	NA	0.0	1.0	NA	RAB5B	NA	NA
ENSG00000149541	6.273896749010596e-05	6.273896749010596e-05	6.913513605442717e-05	5.99216713001682e-06	2.4229818618484927e-05	6.913513605442717e-05	NA	NA	NA	NA	NA	NA	B3GAT3	NA	NA
ENSG00000160695	0.000248804618124	0.000248804618124	NA	2.053845081709113e-05	9.528764437186054e-05	0.000248804618124	0.00882	NA	0.07552	0.0	0.0	119067887,119081558	VPS11	0.01821852,0.98030125	0.000107659999999999,8.97100000000206e-05
ENSG00000113083	0.0001004383278514	0.0001006034997085	0.0001008892023803	9.495596142634871e-06	4.12809111982451e-05	0.0001008892023803	NA	NA	NA	NA	NA	NA	LOX	NA	NA
ENSG00000164853	0.0001532888580252	0.0001532888580252	0.0001535741142865	2.3342801104714267e-06	8.860086262109513e-05	0.0001535741142865	NA	NA	NA	NA	NA	NA	UNCX	NA	NA
ENSG00000108439	6.845346733599318e-05	6.845346733599318e-05	6.878023976683368e-05	5.298891740542327e-06	1.92849303446865e-05	6.878023976683368e-05	0.10699	0.04435	0.12401	0.0	0.0	47941734	PNPO	0.06932383	0.0017718700000000087
ENSG00000158796	5.428127558477177e-05	5.428127558477177e-05	5.9006976340069234e-05	4.594009680027048e-06	1.856844161313046e-05	5.9006976340069234e-05	0.87687	0.74494	0.79768	0.0	0.0	161122266	DEDD	0.11769468	0.001331509999999994
ENSG00000196981	6.094707604557853e-05	6.094707604557853e-05	6.122831461310521e-05	2.800332593801351e-06	2.7215411538514197e-05	6.122831461310521e-05	NA	NA	NA	NA	NA	NA	WDR5B	NA	NA
ENSG00000100079	3.290848368401851e-05	3.290848368401851e-05	3.324507714420122e-05	1.5977029098063174e-06	1.527036139584932e-05	3.324507714420122e-05	NA	NA	NA	NA	NA	NA	LGALS2	NA	NA
ENSG00000119725	0.000100283423434	0.000100283423434	0.0001401201969085	9.65407184338403e-06	2.8465807137946312e-05	0.0001401201969085	NA	NA	NA	NA	NA	NA	ZNF410	NA	NA
ENSG00000100918	0.000164512955332	0.000164512955332	0.0001648312459648	1.3764619033519998e-05	6.298002911941449e-05	0.0001649566872941	NA	NA	NA	NA	NA	NA	REC8	NA	NA
ENSG00000169660	0.0001496952541068	0.0001769919123426	0.0001927845739352	9.523273588962886e-06	7.428581953398725e-05	0.0001927845739352	NA	0.09243	0.64723	0.0	0.0	82442458	HEXD	0.93403341	0.006300719999999926
ENSG00000024422	0.0001958978402367	0.0001958978402367	0.0002033926248561	5.629681865204656e-06	0.0001048252030944	0.0002033926248561	NA	NA	NA	NA	NA	NA	EHD2	NA	NA
ENSG00000134086	4.940468810594426e-05	4.940468810594426e-05	4.963235742251348e-05	4.357412154964926e-06	2.147814476096995e-05	4.963235742251348e-05	NA	NA	NA	NA	NA	NA	VHL	NA	NA
ENSG00000114738	9.080613011884422e-05	9.080613011884422e-05	9.758487241708644e-05	7.0760516410561415e-06	3.075589261637779e-05	9.758487241708644e-05	NA	NA	NA	1.0	0.0	NA	MAPKAPK3	NA	NA
ENSG00000178358	6.992171122265245e-05	6.992171122265245e-05	7.027616109982103e-05	8.633577612644366e-07	2.6444907145576036e-05	7.027616109982103e-05	NA	NA	NA	NA	NA	NA	OR2D3	NA	NA
ENSG00000017427	5.508659999083227e-05	4.9000240261215286e-05	6.259522333337017e-05	3.3637025497039974e-06	2.089557915680752e-05	6.259522333337017e-05	NA	NA	NA	NA	NA	NA	IGF1	NA	NA
ENSG00000166831	6.413400006712304e-05	6.413400006712304e-05	6.455139381416662e-05	4.150277717929403e-06	2.9260417693815297e-05	6.455139381416662e-05	0.08172	0.22897	0.01974	0.0	0.0	64749041	RBPMS2	0.43131099	0.0007053900000000279
ENSG00000188393	3.775873294779204e-05	3.775873294779204e-05	4.267594377526234e-05	4.503834774248656e-06	1.3784707502629035e-05	4.267594377526234e-05	NA	NA	NA	NA	NA	NA	CLEC2A	NA	NA
ENSG00000071677	3.656592429313914e-05	3.656592429313914e-05	3.683778824174826e-05	4.932835192333001e-07	1.2829389193887622e-05	3.683778824174826e-05	1.20433	1.44566	1.22921	0.0	0.0	237566644,237567066	PRLH	0.20591372,0.61087009	0.0327557,0.03319195000000008
ENSG00000181031	0.0001089638741413	NA	0.0001092732365655	1.1686132096370454e-05	5.213136297967921e-05	0.0001092732365655	NA	NA	NA	NA	NA	NA	RPH3AL	NA	NA
ENSG00000152056	3.641101987578719e-05	3.672127512091583e-05	5.5583901203887455e-05	4.741771530584719e-06	1.0851344602283312e-05	5.5583901203887455e-05	0.89444	0.81485	0.74723	0.0	0.0	223775930	AP1S3	0.42913591	0.022543829999999987
ENSG00000023228	0.0001590872830309	0.0001590872830309	0.000162871950611	1.650825750339138e-05	5.014305094830784e-05	0.000162871950611	NA	NA	NA	NA	NA	NA	NDUFS1	NA	NA
ENSG00000162630	9.81053869722235e-05	9.81053869722235e-05	9.847278275170676e-05	7.131852944136826e-06	3.0760356720624255e-05	9.847278275170676e-05	0.73827	0.82874	0.91889	0.0	0.0	193180560,193181301	B3GALT2	0.26050828,0.77923096	0.011968009999999973,0.001015460000000079
ENSG00000130707	0.0001241525424294	0.0001241525424294	0.0001285202220241	1.0335294151393102e-05	5.275276629078568e-05	0.0001285202220241	0.63763	0.48706	0.59905	0.0	0.0	130466770	ASS1	0.34929853	0.0005800599999999934
ENSG00000219200	1.4606102683976795e-05	5.120773981108764e-06	2.4364188156303258e-05	1.4566372156183327e-06	3.1793350443253994e-06	2.4364188156303258e-05	NA	NA	NA	0.0	1.0	NA	RNASEK	NA	NA
ENSG00000185885	1.8114888621690625e-05	1.8114888621690625e-05	2.213704654774678e-05	3.544498771685433e-07	5.24621531043416e-06	2.213704654774678e-05	NA	NA	NA	NA	NA	NA	IFITM1	NA	NA
ENSG00000253293	0.0001055756190182	0.0001055756190182	0.0001207843757754	4.608741224040355e-06	4.032603929992831e-05	0.0001207843757754	NA	NA	NA	NA	NA	NA	HOXA10	NA	NA
ENSG00000149582	9.137574982069208e-05	9.137574982069208e-05	0.0001290938594198	7.091229595494086e-06	1.8993870747817623e-05	0.0001290938594198	0.32987	0.61014	0.1371	0.0	0.0	118534346	TMEM25	0.85167818	0.000463369999999963
ENSG00000177150	6.168186760454515e-05	6.168186760454515e-05	6.192203641300444e-05	5.72967780032525e-06	2.2933442745314368e-05	6.192203641300444e-05	2.26339	2.2531	2.47322	0.0	0.0	13666611,13666650,13666655	FAM210A	0.10509621,0.2294627,0.23322592	0.0012904599999999933,0.018484479999999998,0.002213240000000005
ENSG00000162599	0.0001170407779544	0.0001109271871888	0.0001379912655934	2.2404446392109408e-05	4.9866722895452354e-05	0.0001379912655934	1.16455	1.14586	1.15732	1.0	0.0	61088509,61352564	NFIA	0.37898762,0.59010459	0.0004982000000000042,0.006683639999999991
ENSG00000143498	8.624872609363863e-05	8.624872609363863e-05	8.888924375541704e-05	8.208148477957178e-06	3.013582853654512e-05	8.888924375541704e-05	NA	NA	NA	NA	NA	NA	TAF1A	NA	NA
ENSG00000173366	0.0003745812016783	0.0003745812016783	0.0005134349322122	7.508623342537655e-06	2.373028535330662e-05	0.0005134349322122	0.06531	1.46063	0.19748	0.0	0.0	52222176,52222498	ENSG00000173366	0.29965369,0.36747407	0.00010693999999999981,0.0010911699999999747
ENSG00000144677	7.26305296794016e-05	7.26305296794016e-05	0.0001030717029464	5.0886324305342855e-06	1.4423074409872145e-05	0.0001030717029464	NA	NA	NA	NA	NA	NA	CTDSPL	NA	NA
ENSG00000138172	0.0001109521861726	0.0001109521861726	0.0001167689140058	2.4574893876735893e-06	5.26438421471721e-05	0.0001167689140058	NA	NA	NA	NA	NA	NA	CALHM2	NA	NA
ENSG00000113555	0.000295551824972	0.000295551824972	0.0002958790438133	1.4152996102961628e-05	0.0001264328068785	0.0002958790438133	0.97142	0.93675	0.98671	0.0	0.0	141956546	PCDH12	0.68145553	0.000188590000000044
ENSG00000005421	6.753118339867552e-05	6.753118339867552e-05	6.784992044187244e-05	8.317072621570687e-06	2.7465401376315697e-05	6.784992044187244e-05	NA	NA	NA	NA	NA	NA	PON1	NA	NA
ENSG00000153944	8.863255776124476e-05	8.863255776124476e-05	0.0001121253527686	9.197840389396296e-06	4.308574854508705e-05	0.0001121253527686	NA	NA	NA	NA	NA	NA	MSI2	NA	NA
ENSG00000188735	8.709779872131421e-05	8.709779872131421e-05	0.0001153198657674	8.517064491811886e-06	3.247635839296161e-05	0.0001153198657674	NA	NA	NA	0.0	1.0	NA	TMEM120B	NA	NA
ENSG00000168830	0.0001053997333109	0.0001053997333109	0.0001057492726734	1.537883912903818e-06	4.634543746584853e-05	0.0001057492726734	NA	NA	NA	NA	NA	NA	HTR1E	NA	NA
ENSG00000104973	0.0002296120947372	0.000239957209918	0.0003083972849412	2.165492328912958e-05	8.673888473989858e-05	0.000311407876845	0.55455	1.32976	0.40434	1.0	0.0	49830198,49830700	MED25	0.27441075,0.32044692	0.0006250199999999762,0.00031538000000003175
ENSG00000165118	8.069002348595213e-05	8.069002348595213e-05	8.137704912948161e-05	5.497990789934225e-06	3.364729293680681e-05	8.137704912948161e-05	NA	NA	NA	0.0	1.0	NA	C9orf64	NA	NA
ENSG00000185559	0.0001317209847688	0.0001317209847688	0.0001433401553015	4.990422137112276e-06	7.358674080899229e-05	0.0001433401553015	0.87114	0.41888	0.02944	0.0	1.0	100727119	DLK1	0.0216478	0.0005169799999999967
ENSG00000074842	4.385089601292932e-05	4.385089601292932e-05	4.4198203323303526e-05	4.360983438362089e-06	2.5965015939082038e-05	4.4198203323303526e-05	NA	NA	NA	NA	NA	NA	MYDGF	NA	NA
ENSG00000218891	0.0002621612180294	0.0002621612180294	0.0002624884368707	1.0481716770676822e-06	0.0001373761120282	0.0002624884368707	0.6034999999999999	0.67117	0.5457799999999999	0.0	0.0	55578853,55579452	ZNF579	0.57742033,0.9529029	0.000991500000000034,0.0027857199999999915
ENSG00000141378	3.433476499076089e-05	3.433476499076089e-05	3.484054800188425e-05	3.1217480995461234e-06	1.3150804699632405e-05	3.484054800188425e-05	NA	NA	NA	NA	NA	NA	PTRH2	NA	NA
ENSG00000104870	0.0001033252640676	0.0001033252640676	0.0001111387857301	5.837262712664826e-06	5.7254369012911066e-05	0.0001111387857301	NA	NA	NA	NA	NA	NA	FCGRT	NA	NA
ENSG00000079739	0.000141494694606	0.000141494694606	0.0001652901558813	1.1291505280983796e-05	5.937035442573087e-05	0.0001652901558813	NA	NA	NA	0.0	1.0	NA	PGM1	NA	NA
ENSG00000159086	0.0002084986672932	0.0002084986672932	0.0002164309341287	2.5498517045327514e-05	7.267249225931809e-05	0.0002164309341287	0.13635	0.27685	0.14792	0.0	1.0	32750928	PAXBP1	0.33075233	0.0007239699999999627
ENSG00000092470	0.0001472627637029	0.0001472627637029	0.0001475440022704	1.4368165927640748e-05	5.620887579839115e-05	0.0001475440022704	0.10136	0.0028	0.39949	0.0	0.0	43836200	WDR76	0.29438871	0.0008592800000000178
ENSG00000087302	5.0810880943577577e-05	5.0810880943577577e-05	5.207957937042011e-05	6.664907639957611e-06	1.4809665837615165e-05	5.207957937042011e-05	NA	NA	NA	NA	NA	NA	RTRAF	NA	NA
ENSG00000139990	0.0002581386136929	0.0002581386136929	0.0002632317102277	1.880771760074046e-05	8.98521510413766e-05	0.0002632317102277	0.94831	0.7126899999999999	0.86148	0.0	0.0	69118262,69122322	DCAF5	0.9002108,0.93332124	0.003953109999999982,0.00022895000000000554
ENSG00000086696	0.0001155095901978	0.0001155095901978	0.0001158301128827	6.181891560491164e-06	5.09367686833277e-05	0.0001158301128827	1.20933	1.15396	1.72155	0.0	0.0	82068227,82068268,82098182	HSD17B2	0.22152079,0.25248006,0.73865958	0.008717769999999986,0.0009904900000000105,0.010652490000000014
ENSG00000015532	0.0002807189457923	0.0002807189457923	0.0002860214088163	1.4118622500263895e-05	0.000117161308769	0.0002860214088163	1.38321	1.53456	1.39099	0.0	1.0	50353733,50355899,50356716,50358295	XYLT2	0.07462924,0.48961939,0.6656605,0.80617717	0.0025908600000000004,0.0031652199999999686,0.0032260899999999593,0.0028468200000000277
ENSG00000170638	0.0001377493111432	0.0001377493111432	0.0001387135576605	7.079176514028663e-06	6.940610718218672e-05	0.0001387135576605	0.07733	0.18055	0.3387	0.0	1.0	50193648	TRABD	0.0869659	0.00022527999999999437
ENSG00000283776	5.903331455512361e-06	NA	NA	1.8972443047434627e-07	2.06196975143766e-06	5.903331455512361e-06	NA	NA	NA	NA	NA	NA	TAF11L13	NA	NA
ENSG00000118363	2.7115415603393623e-05	2.7115415603393623e-05	4.212328766955119e-05	4.085994616780447e-06	1.0539303715456092e-05	4.212328766955119e-05	NA	NA	NA	NA	NA	NA	SPCS2	NA	NA
ENSG00000164609	0.0001120824973678	0.0001120824973678	0.0001124838203396	1.639754771807926e-05	3.349819185497521e-05	0.0001124838203396	0.13577	0.01916	0.03358	0.0	0.0	160415233	SLU7	0.95935692	0.0008810499999999388
ENSG00000166839	0.000154978075072	0.000154978075072	0.0001699935361154	8.971510304101024e-06	7.258231735353983e-05	0.0001699935361154	0.62976	0.86925	0.64105	0.0	0.0	64947577	ANKDD1A	0.8116943	0.0005856100000000142
ENSG00000093009	0.0001454449804537	0.0001454449804537	0.0001541490909134	1.204951018203191e-05	6.520136739245064e-05	0.0001541490909134	NA	NA	NA	NA	NA	NA	CDC45	NA	NA
ENSG00000131495	1.321865908417852e-05	1.321865908417852e-05	1.4491375204842895e-05	6.383669072430945e-07	6.575179144603871e-06	1.4491375204842895e-05	NA	NA	NA	NA	NA	NA	NDUFA2	NA	NA
ENSG00000120705	9.778307864562947e-05	9.778307864562947e-05	0.0001011427635015	1.1316504264763953e-05	3.48088528617344e-05	0.0001011427635015	0.26649	0.1122	0.211	0.0	0.0	138518792	ETF1	0.84202164	0.0003133699999999795
ENSG00000114999	7.113817962981154e-05	7.113817962981154e-05	7.16104818590865e-05	4.647132520559866e-06	3.2849111097540615e-05	7.16104818590865e-05	NA	NA	NA	NA	NA	NA	TTL	NA	NA
ENSG00000162814	8.363365382606474e-05	8.363365382606474e-05	8.39639975403025e-05	1.4113265575168157e-05	2.7599770914133973e-05	8.39639975403025e-05	0.04439	0.01525	0.06642	0.0	0.0	217774442	SPATA17	0.53724606	0.0011111899999999286
ENSG00000094755	0.000118639373685	0.000118639373685	0.0001211339151379	8.690271736574341e-06	4.53776196652171e-05	0.0001211339151379	0.52178	0.47217	0.48093	0.0	1.0	170805766	GABRP	0.45627619	0.0005675300000000383
ENSG00000203942	5.878153907562321e-05	5.878153907562321e-05	5.909313355202579e-05	6.115822817643633e-08	2.3403512922466097e-05	5.909313355202579e-05	NA	NA	NA	0.0	1.0	NA	C10orf62	NA	NA
ENSG00000100982	0.0002388876105405	0.0002388876105405	0.0002391237616551	1.908627770571927e-05	8.819061144084593e-05	0.0002391237616551	0.08375	0.46859	0.08673	0.0	1.0	45939070,45947712	PCIF1	0.03419526,0.97413093	0.0013534699999999955,0.002968309999999974
ENSG00000125166	0.000117034081798	0.000117034081798	0.0001273345559363	7.66888468498539e-06	3.2853575201787065e-05	0.0001273345559363	1.29228	1.26628	0.87957	0.0	0.0	58708244,58716684	GOT2	0.045877,0.35169208	0.008343830000000003,0.0005995000000000306
ENSG00000184384	0.000235635510597	0.000235635510597	0.0002359439802004	1.3580251528141396e-05	9.523898563557436e-05	0.0002359439802004	0.40204	0.26977	0.4026	0.0	1.0	95991525	MAML2	0.33966087	0.000291370000000013
ENSG00000204524	6.634016038572146e-05	6.634016038572146e-05	6.665041563085014e-05	2.1780364618454936e-06	2.3721803555238315e-05	6.665041563085014e-05	NA	NA	NA	NA	NA	NA	ZNF805	NA	NA
ENSG00000180574	7.406797124676015e-05	7.406797124676015e-05	7.899589592442219e-05	4.377054213649325e-06	2.9743433773281783e-05	7.899589592442219e-05	NA	NA	NA	NA	NA	NA	EIF2S3B	NA	NA
ENSG00000249884	4.027470210109414e-05	4.027470210109414e-05	4.027470210109414e-05	3.107462965957468e-06	1.178836008361427e-05	4.027470210109414e-05	NA	NA	NA	NA	NA	NA	RNF103-CHMP3	NA	NA
ENSG00000197119	0.0001411143529242	0.0001411143529242	0.0001693315094556	4.956048534414567e-06	5.430448892685355e-05	0.0001693315094556	0.66293	0.77469	0.73039	0.0	0.0	100292534	SLC25A29	0.29816671	0.004125829999999997
ENSG00000101773	0.0001835170935196	0.0001835170935196	0.0001914015944397	2.068978395104602e-05	5.332685009687959e-05	0.0001914015944397	0.79075	0.80576	0.90578	1.0	1.0	23022195	RBBP8	0.89088691	0.00560923999999996
ENSG00000130304	0.0002302812639638	0.0002302812639638	0.0002305468781664	9.601841823700502e-06	0.0001079723965881	0.0002305468781664	NA	NA	NA	NA	NA	NA	SLC27A1	NA	NA
ENSG00000144524	6.113055073010805e-05	6.113055073010805e-05	8.616837221720181e-05	8.704110459738365e-06	1.985365722568492e-05	8.616837221720181e-05	0.94669	0.94076	0.75647	0.0	0.0	231796205	COPS7B	0.39978759	0.0009895100000000268
ENSG00000182447	0.0001046823517585	0.0001046823517585	0.00010507296088	5.131934241724903e-06	4.141170945266621e-05	0.00010507296088	NA	NA	NA	NA	NA	NA	OTOL1	NA	NA
ENSG00000155275	0.0002024765906647	0.0002024765906647	0.0002281983129224	1.3398562485310658e-05	6.322600126339424e-05	0.0002281983129224	0.69465	1.02341	0.88243	0.0	0.0	8440996,8465472	TRMT44	0.0695932,0.56724278	0.0007081599999999993,0.005146869999999915
ENSG00000123908	0.0003086722737628	0.0003086722737628	0.0003091454688129	1.798185831514625e-05	0.0001556927781619	0.0003091454688129	0.86511	0.95078	0.85805	0.0	0.0	140560421	AGO2	0.78204773	0.0004953000000000873
ENSG00000111361	7.348272718004993e-05	7.348272718004993e-05	0.0001052100088804	7.345237127117385e-06	2.088709735873929e-05	0.0001052100088804	0.85529	0.87645	0.6943	0.0	0.0	123622667	EIF2B1	0.15452308	0.0006110000000000004
ENSG00000167797	3.710831295908346e-05	3.710831295908346e-05	3.746588770922452e-05	1.7307332163506822e-06	1.545338966995399e-05	3.746588770922452e-05	NA	NA	NA	0.0	1.0	NA	CDK2AP2	NA	NA
ENSG00000169609	3.0530008941507176e-05	3.0530008941507176e-05	3.952383976684036e-05	2.6338215054085702e-06	1.3228033703096076e-05	3.952383976684036e-05	NA	NA	NA	NA	NA	NA	C15orf40	NA	NA
ENSG00000138039	0.0001663106501121	0.0001663106501121	0.0001739375722171	1.0211638463766268e-05	6.133500670459556e-05	0.0001739375722171	NA	0.19807	NA	0.0	0.0	48688117	LHCGR	0.18975916	0.0003259500000000193
ENSG00000221947	7.824860487356524e-05	7.824860487356524e-05	7.848832727159991e-05	4.3395557379791e-06	2.8725618005089957e-05	7.848832727159991e-05	NA	NA	NA	NA	NA	NA	XKR9	NA	NA
ENSG00000169764	0.0001110276295344	0.0001110276295344	0.0001134364601858	7.72513239849072e-06	3.766945086286292e-05	0.0001134364601858	NA	NA	NA	0.0	1.0	NA	UGP2	NA	NA
ENSG00000112584	0.0001701962064482	0.0001701962064482	0.0001778762513938	1.651495365976107e-05	7.267829559483848e-05	0.0001778762513938	NA	NA	NA	NA	NA	NA	FAM120B	NA	NA
ENSG00000078237	6.155955114819234e-05	6.155955114819234e-05	6.189525178752578e-05	2.484274013152321e-06	2.4406597146644588e-05	6.189525178752578e-05	NA	NA	NA	NA	NA	NA	TIGAR	NA	NA
ENSG00000152484	8.495324304131679e-05	8.495324304131679e-05	8.51916262080775e-05	6.887220031431074e-06	2.7613609637297988e-05	8.51916262080775e-05	NA	NA	NA	0.0	1.0	NA	USP12	NA	NA
ENSG00000196104	8.811918577290268e-05	8.757144018186259e-05	9.393100309136276e-05	9.051417770112568e-06	2.997735283579599e-05	9.393100309136276e-05	0.89036	0.96743	0.91726	0.0	0.0	166754642	SPOCK3	0.3221221	0.0007366400000000106
ENSG00000115226	5.713115973570875e-05	5.713115973570875e-05	5.735391853760688e-05	4.095815646122652e-06	2.179241769992041e-05	5.735391853760688e-05	NA	NA	NA	NA	NA	NA	FNDC4	NA	NA
ENSG00000164304	0.0001353128030455	0.0001094799245921	0.0001551856559195	1.4596728065059286e-05	5.290454583516503e-05	0.0001551856559195	0.33512	0.70337	0.67381	0.0	0.0	7355042	CAGE1	0.12966085	0.0007047799999999882
ENSG00000176723	0.0001153787919434	0.0001153787919434	0.00011579573928	4.000283815248509e-06	5.6946792230330295e-05	0.00011579573928	NA	NA	NA	0.0	1.0	NA	ZNF843	NA	NA
ENSG00000144554	0.000227297010275	0.0002296183444832	0.000237128307057	2.6229737320896933e-05	8.209443068188667e-05	0.000237128307057	0.09834	0.37122	0.14273	1.0	0.0	10032897	FANCD2	0.02976153	0.00019202000000000108
ENSG00000114124	0.0001410085536536	0.0001410085536536	0.0001413513968597	5.427011532415585e-06	6.149705368874208e-05	0.0001413513968597	NA	NA	NA	NA	NA	NA	GRK7	NA	NA
ENSG00000124493	0.0003379916176327	0.0003379916176327	0.0003767288822313	1.5719896693467393e-05	0.0001614912031676	0.0003767288822313	NA	NA	NA	0.0	1.0	NA	GRM4	NA	NA
ENSG00000145192	8.93651172680883e-05	8.93651172680883e-05	8.979768896956983e-05	3.918144297113731e-06	4.165009261942697e-05	8.979768896956983e-05	NA	NA	NA	NA	NA	NA	AHSG	NA	NA
ENSG00000196597	7.295596287896831e-05	7.295596287896831e-05	9.337745416480266e-05	1.6767175549685745e-06	7.85102013824077e-06	9.337745416480266e-05	NA	NA	NA	NA	NA	NA	ZNF782	NA	NA
