ENS_ID	AM_lambda	PAI_lambda	REVEL_lambda	Lof_lambda	syn_lambda	missense_lambda	AM_y	REVEL_y	PAI_y	Lof_varN	syn_varN	missense_positions	Gene_Name	missense_MTs	missense_MTs_by_pos
ENSG00000148481	9.335022312889931e-05	9.335022312889931e-05	9.518139869079529e-05	1.0727242504231866e-05	3.570033447975153e-05	9.518139869079529e-05	NA	NA	NA	NA	NA	NA	MINDY3	NA	NA
ENSG00000124449	0.000186799549372	0.000186799549372	0.0001871089117963	4.13376053221752e-06	0.0001005222530112	0.0001871089117963	NA	NA	NA	NA	NA	NA	IRGC	NA	NA
ENSG00000103126	0.0003200825242167	0.0003200825242167	0.0003388085487098	2.001615062025589e-05	0.0001453905183819	0.0003388085487098	NA	NA	NA	NA	NA	NA	AXIN1	NA	NA
ENSG00000035687	9.063024441153449e-05	9.063024441153449e-05	9.12766467064212e-05	1.0023253264565877e-05	3.440395860658094e-05	9.12766467064212e-05	NA	NA	NA	NA	NA	NA	ADSS2	NA	NA
ENSG00000164434	2.614224087766644e-05	2.614224087766644e-05	3.609049719089179e-05	1.9490279140023426e-06	1.2000851445745528e-05	3.609049719089179e-05	NA	NA	NA	NA	NA	NA	FABP7	NA	NA
ENSG00000128918	0.0001390617577917	0.0001390617577917	0.0001448900922959	1.1386590701433304e-05	4.863284448173217e-05	0.0001448900922959	NA	NA	NA	NA	NA	NA	ALDH1A2	NA	NA
ENSG00000181915	6.276753775728319e-05	6.276753775728319e-05	6.31202019927532e-05	2.381599615483852e-06	3.168576553091433e-05	6.31202019927532e-05	NA	NA	NA	NA	NA	NA	ADO	NA	NA
ENSG00000111540	4.693648486807913e-05	4.693648486807913e-05	5.7375792648414494e-05	7.174708344902804e-06	8.65768377557523e-06	5.7375792648414494e-05	NA	NA	NA	NA	NA	NA	RAB5B	NA	NA
ENSG00000149541	6.273896749010596e-05	6.273896749010596e-05	6.913513605442717e-05	5.99216713001682e-06	2.4229818618484927e-05	6.913513605442717e-05	NA	NA	NA	NA	NA	NA	B3GAT3	NA	NA
ENSG00000160695	0.000248804618124	0.000248804618124	NA	2.053845081709113e-05	9.528764437186054e-05	0.000248804618124	NA	NA	NA	NA	NA	NA	VPS11	NA	NA
ENSG00000113083	0.0001004383278514	0.0001006034997085	0.0001008892023803	9.495596142634871e-06	4.12809111982451e-05	0.0001008892023803	NA	NA	NA	NA	NA	NA	LOX	NA	NA
ENSG00000164853	0.0001532888580252	0.0001532888580252	0.0001535741142865	2.3342801104714267e-06	8.860086262109513e-05	0.0001535741142865	NA	NA	NA	NA	NA	NA	UNCX	NA	NA
ENSG00000108439	6.845346733599318e-05	6.845346733599318e-05	6.878023976683368e-05	5.298891740542327e-06	1.92849303446865e-05	6.878023976683368e-05	NA	NA	NA	NA	NA	NA	PNPO	NA	NA
ENSG00000158796	5.428127558477177e-05	5.428127558477177e-05	5.9006976340069234e-05	4.594009680027048e-06	1.856844161313046e-05	5.9006976340069234e-05	NA	NA	NA	NA	NA	NA	DEDD	NA	NA
ENSG00000196981	6.094707604557853e-05	6.094707604557853e-05	6.122831461310521e-05	2.800332593801351e-06	2.7215411538514197e-05	6.122831461310521e-05	NA	NA	NA	NA	NA	NA	WDR5B	NA	NA
ENSG00000100079	3.290848368401851e-05	3.290848368401851e-05	3.324507714420122e-05	1.5977029098063174e-06	1.527036139584932e-05	3.324507714420122e-05	NA	NA	NA	NA	NA	NA	LGALS2	NA	NA
ENSG00000119725	0.000100283423434	0.000100283423434	0.0001401201969085	9.65407184338403e-06	2.8465807137946312e-05	0.0001401201969085	NA	NA	NA	NA	NA	NA	ZNF410	NA	NA
ENSG00000100918	0.000164512955332	0.000164512955332	0.0001648312459648	1.3764619033519998e-05	6.298002911941449e-05	0.0001649566872941	NA	NA	NA	NA	NA	NA	REC8	NA	NA
ENSG00000169660	0.0001496952541068	0.0001769919123426	0.0001927845739352	9.523273588962886e-06	7.428581953398725e-05	0.0001927845739352	NA	NA	NA	NA	NA	NA	HEXD	NA	NA
ENSG00000024422	0.0001958978402367	0.0001958978402367	0.0002033926248561	5.629681865204656e-06	0.0001048252030944	0.0002033926248561	NA	NA	NA	NA	NA	NA	EHD2	NA	NA
ENSG00000134086	4.940468810594426e-05	4.940468810594426e-05	4.963235742251348e-05	4.357412154964926e-06	2.147814476096995e-05	4.963235742251348e-05	NA	NA	NA	NA	NA	NA	VHL	NA	NA
ENSG00000114738	9.080613011884422e-05	9.080613011884422e-05	9.758487241708644e-05	7.0760516410561415e-06	3.075589261637779e-05	9.758487241708644e-05	NA	NA	NA	NA	NA	NA	MAPKAPK3	NA	NA
ENSG00000178358	6.992171122265245e-05	6.992171122265245e-05	7.027616109982103e-05	8.633577612644366e-07	2.6444907145576036e-05	7.027616109982103e-05	NA	NA	NA	NA	NA	NA	OR2D3	NA	NA
ENSG00000017427	5.508659999083227e-05	4.9000240261215286e-05	6.259522333337017e-05	3.3637025497039974e-06	2.089557915680752e-05	6.259522333337017e-05	NA	NA	NA	NA	NA	NA	IGF1	NA	NA
ENSG00000166831	6.413400006712304e-05	6.413400006712304e-05	6.455139381416662e-05	4.150277717929403e-06	2.9260417693815297e-05	6.455139381416662e-05	NA	NA	NA	NA	NA	NA	RBPMS2	NA	NA
ENSG00000188393	3.775873294779204e-05	3.775873294779204e-05	4.267594377526234e-05	4.503834774248656e-06	1.3784707502629035e-05	4.267594377526234e-05	NA	NA	NA	NA	NA	NA	CLEC2A	NA	NA
ENSG00000071677	3.656592429313914e-05	3.656592429313914e-05	3.683778824174826e-05	4.932835192333001e-07	1.2829389193887622e-05	3.683778824174826e-05	NA	NA	NA	NA	NA	NA	PRLH	NA	NA
ENSG00000181031	0.0001089638741413	NA	0.0001092732365655	1.1686132096370454e-05	5.213136297967921e-05	0.0001092732365655	NA	NA	NA	NA	NA	NA	RPH3AL	NA	NA
ENSG00000152056	3.641101987578719e-05	3.672127512091583e-05	5.5583901203887455e-05	4.741771530584719e-06	1.0851344602283312e-05	5.5583901203887455e-05	NA	NA	NA	NA	NA	NA	AP1S3	NA	NA
ENSG00000023228	0.0001590872830309	0.0001590872830309	0.000162871950611	1.650825750339138e-05	5.014305094830784e-05	0.000162871950611	NA	NA	NA	NA	NA	NA	NDUFS1	NA	NA
ENSG00000162630	9.81053869722235e-05	9.81053869722235e-05	9.847278275170676e-05	7.131852944136826e-06	3.0760356720624255e-05	9.847278275170676e-05	NA	NA	NA	NA	NA	NA	B3GALT2	NA	NA
ENSG00000130707	0.0001241525424294	0.0001241525424294	0.0001285202220241	1.0335294151393102e-05	5.275276629078568e-05	0.0001285202220241	NA	NA	NA	NA	NA	NA	ASS1	NA	NA
ENSG00000219200	1.4606102683976795e-05	5.120773981108764e-06	2.4364188156303258e-05	1.4566372156183327e-06	3.1793350443253994e-06	2.4364188156303258e-05	NA	NA	NA	NA	NA	NA	RNASEK	NA	NA
ENSG00000185885	1.8114888621690625e-05	1.8114888621690625e-05	2.213704654774678e-05	3.544498771685433e-07	5.24621531043416e-06	2.213704654774678e-05	NA	NA	NA	NA	NA	NA	IFITM1	NA	NA
ENSG00000253293	0.0001055756190182	0.0001055756190182	0.0001207843757754	4.608741224040355e-06	4.032603929992831e-05	0.0001207843757754	NA	NA	NA	NA	NA	NA	HOXA10	NA	NA
ENSG00000149582	9.137574982069208e-05	9.137574982069208e-05	0.0001290938594198	7.091229595494086e-06	1.8993870747817623e-05	0.0001290938594198	NA	NA	NA	NA	NA	NA	TMEM25	NA	NA
ENSG00000177150	6.168186760454515e-05	6.168186760454515e-05	6.192203641300444e-05	5.72967780032525e-06	2.2933442745314368e-05	6.192203641300444e-05	NA	NA	NA	NA	NA	NA	FAM210A	NA	NA
ENSG00000162599	0.0001170407779544	0.0001109271871888	0.0001379912655934	2.2404446392109408e-05	4.9866722895452354e-05	0.0001379912655934	NA	NA	NA	NA	NA	NA	NFIA	NA	NA
ENSG00000143498	8.624872609363863e-05	8.624872609363863e-05	8.888924375541704e-05	8.208148477957178e-06	3.013582853654512e-05	8.888924375541704e-05	NA	NA	NA	NA	NA	NA	TAF1A	NA	NA
ENSG00000173366	0.0003745812016783	0.0003745812016783	0.0005134349322122	7.508623342537655e-06	2.373028535330662e-05	0.0005134349322122	NA	NA	NA	NA	NA	NA	ENSG00000173366	NA	NA
ENSG00000144677	7.26305296794016e-05	7.26305296794016e-05	0.0001030717029464	5.0886324305342855e-06	1.4423074409872145e-05	0.0001030717029464	NA	NA	NA	NA	NA	NA	CTDSPL	NA	NA
ENSG00000138172	0.0001109521861726	0.0001109521861726	0.0001167689140058	2.4574893876735893e-06	5.26438421471721e-05	0.0001167689140058	NA	NA	NA	NA	NA	NA	CALHM2	NA	NA
ENSG00000113555	0.000295551824972	0.000295551824972	0.0002958790438133	1.4152996102961628e-05	0.0001264328068785	0.0002958790438133	NA	NA	NA	NA	NA	NA	PCDH12	NA	NA
ENSG00000005421	6.753118339867552e-05	6.753118339867552e-05	6.784992044187244e-05	8.317072621570687e-06	2.7465401376315697e-05	6.784992044187244e-05	NA	NA	NA	NA	NA	NA	PON1	NA	NA
ENSG00000153944	8.863255776124476e-05	8.863255776124476e-05	0.0001121253527686	9.197840389396296e-06	4.308574854508705e-05	0.0001121253527686	NA	NA	NA	NA	NA	NA	MSI2	NA	NA
ENSG00000188735	8.709779872131421e-05	8.709779872131421e-05	0.0001153198657674	8.517064491811886e-06	3.247635839296161e-05	0.0001153198657674	0.02444	0.01985	0.03826	0.0	0.0	121775083	TMEM120B	0.65791419	0.011531889999999989
ENSG00000168830	0.0001053997333109	0.0001053997333109	0.0001057492726734	1.537883912903818e-06	4.634543746584853e-05	0.0001057492726734	NA	NA	NA	NA	NA	NA	HTR1E	NA	NA
ENSG00000104973	0.0002296120947372	0.000239957209918	0.0003083972849412	2.165492328912958e-05	8.673888473989858e-05	0.000311407876845	NA	NA	NA	NA	NA	NA	MED25	NA	NA
ENSG00000165118	8.069002348595213e-05	8.069002348595213e-05	8.137704912948161e-05	5.497990789934225e-06	3.364729293680681e-05	8.137704912948161e-05	NA	NA	NA	NA	NA	NA	C9orf64	NA	NA
ENSG00000185559	0.0001317209847688	0.0001317209847688	0.0001433401553015	4.990422137112276e-06	7.358674080899229e-05	0.0001433401553015	NA	NA	NA	NA	NA	NA	DLK1	NA	NA
ENSG00000074842	4.385089601292932e-05	4.385089601292932e-05	4.4198203323303526e-05	4.360983438362089e-06	2.5965015939082038e-05	4.4198203323303526e-05	NA	NA	NA	NA	NA	NA	MYDGF	NA	NA
ENSG00000218891	0.0002621612180294	0.0002621612180294	0.0002624884368707	1.0481716770676822e-06	0.0001373761120282	0.0002624884368707	NA	NA	NA	NA	NA	NA	ZNF579	NA	NA
ENSG00000141378	3.433476499076089e-05	3.433476499076089e-05	3.484054800188425e-05	3.1217480995461234e-06	1.3150804699632405e-05	3.484054800188425e-05	NA	NA	NA	NA	NA	NA	PTRH2	NA	NA
ENSG00000104870	0.0001033252640676	0.0001033252640676	0.0001111387857301	5.837262712664826e-06	5.7254369012911066e-05	0.0001111387857301	NA	NA	NA	NA	NA	NA	FCGRT	NA	NA
ENSG00000079739	0.000141494694606	0.000141494694606	0.0001652901558813	1.1291505280983796e-05	5.937035442573087e-05	0.0001652901558813	NA	NA	NA	NA	NA	NA	PGM1	NA	NA
ENSG00000159086	0.0002084986672932	0.0002084986672932	0.0002164309341287	2.5498517045327514e-05	7.267249225931809e-05	0.0002164309341287	NA	NA	NA	NA	NA	NA	PAXBP1	NA	NA
ENSG00000092470	0.0001472627637029	0.0001472627637029	0.0001475440022704	1.4368165927640748e-05	5.620887579839115e-05	0.0001475440022704	NA	NA	NA	NA	NA	NA	WDR76	NA	NA
ENSG00000087302	5.0810880943577577e-05	5.0810880943577577e-05	5.207957937042011e-05	6.664907639957611e-06	1.4809665837615165e-05	5.207957937042011e-05	NA	NA	NA	NA	NA	NA	RTRAF	NA	NA
ENSG00000139990	0.0002581386136929	0.0002581386136929	0.0002632317102277	1.880771760074046e-05	8.98521510413766e-05	0.0002632317102277	NA	NA	NA	NA	NA	NA	DCAF5	NA	NA
ENSG00000086696	0.0001155095901978	0.0001155095901978	0.0001158301128827	6.181891560491164e-06	5.09367686833277e-05	0.0001158301128827	NA	NA	NA	NA	NA	NA	HSD17B2	NA	NA
ENSG00000015532	0.0002807189457923	0.0002807189457923	0.0002860214088163	1.4118622500263895e-05	0.000117161308769	0.0002860214088163	NA	NA	NA	NA	NA	NA	XYLT2	NA	NA
ENSG00000170638	0.0001377493111432	0.0001377493111432	0.0001387135576605	7.079176514028663e-06	6.940610718218672e-05	0.0001387135576605	NA	NA	NA	NA	NA	NA	TRABD	NA	NA
ENSG00000283776	5.903331455512361e-06	NA	NA	1.8972443047434627e-07	2.06196975143766e-06	5.903331455512361e-06	NA	NA	NA	NA	NA	NA	TAF11L13	NA	NA
ENSG00000118363	2.7115415603393623e-05	2.7115415603393623e-05	4.212328766955119e-05	4.085994616780447e-06	1.0539303715456092e-05	4.212328766955119e-05	NA	NA	NA	NA	NA	NA	SPCS2	NA	NA
ENSG00000164609	0.0001120824973678	0.0001120824973678	0.0001124838203396	1.639754771807926e-05	3.349819185497521e-05	0.0001124838203396	NA	NA	NA	NA	NA	NA	SLU7	NA	NA
ENSG00000166839	0.000154978075072	0.000154978075072	0.0001699935361154	8.971510304101024e-06	7.258231735353983e-05	0.0001699935361154	NA	NA	NA	NA	NA	NA	ANKDD1A	NA	NA
ENSG00000093009	0.0001454449804537	0.0001454449804537	0.0001541490909134	1.204951018203191e-05	6.520136739245064e-05	0.0001541490909134	NA	NA	NA	NA	NA	NA	CDC45	NA	NA
ENSG00000131495	1.321865908417852e-05	1.321865908417852e-05	1.4491375204842895e-05	6.383669072430945e-07	6.575179144603871e-06	1.4491375204842895e-05	NA	NA	NA	NA	NA	NA	NDUFA2	NA	NA
ENSG00000120705	9.778307864562947e-05	9.778307864562947e-05	0.0001011427635015	1.1316504264763953e-05	3.48088528617344e-05	0.0001011427635015	NA	NA	NA	NA	NA	NA	ETF1	NA	NA
ENSG00000114999	7.113817962981154e-05	7.113817962981154e-05	7.16104818590865e-05	4.647132520559866e-06	3.2849111097540615e-05	7.16104818590865e-05	NA	NA	NA	NA	NA	NA	TTL	NA	NA
ENSG00000162814	8.363365382606474e-05	8.363365382606474e-05	8.39639975403025e-05	1.4113265575168157e-05	2.7599770914133973e-05	8.39639975403025e-05	NA	NA	NA	NA	NA	NA	SPATA17	NA	NA
ENSG00000094755	0.000118639373685	0.000118639373685	0.0001211339151379	8.690271736574341e-06	4.53776196652171e-05	0.0001211339151379	NA	NA	NA	NA	NA	NA	GABRP	NA	NA
ENSG00000203942	5.878153907562321e-05	5.878153907562321e-05	5.909313355202579e-05	6.115822817643633e-08	2.3403512922466097e-05	5.909313355202579e-05	NA	NA	NA	NA	NA	NA	C10orf62	NA	NA
ENSG00000100982	0.0002388876105405	0.0002388876105405	0.0002391237616551	1.908627770571927e-05	8.819061144084593e-05	0.0002391237616551	NA	NA	NA	NA	NA	NA	PCIF1	NA	NA
ENSG00000125166	0.000117034081798	0.000117034081798	0.0001273345559363	7.66888468498539e-06	3.2853575201787065e-05	0.0001273345559363	NA	NA	NA	NA	NA	NA	GOT2	NA	NA
ENSG00000184384	0.000235635510597	0.000235635510597	0.0002359439802004	1.3580251528141396e-05	9.523898563557436e-05	0.0002359439802004	NA	NA	NA	NA	NA	NA	MAML2	NA	NA
ENSG00000204524	6.634016038572146e-05	6.634016038572146e-05	6.665041563085014e-05	2.1780364618454936e-06	2.3721803555238315e-05	6.665041563085014e-05	NA	NA	NA	NA	NA	NA	ZNF805	NA	NA
ENSG00000180574	7.406797124676015e-05	7.406797124676015e-05	7.899589592442219e-05	4.377054213649325e-06	2.9743433773281783e-05	7.899589592442219e-05	NA	NA	NA	NA	NA	NA	EIF2S3B	NA	NA
ENSG00000249884	4.027470210109414e-05	4.027470210109414e-05	4.027470210109414e-05	3.107462965957468e-06	1.178836008361427e-05	4.027470210109414e-05	NA	NA	NA	NA	NA	NA	RNF103-CHMP3	NA	NA
ENSG00000197119	0.0001411143529242	0.0001411143529242	0.0001693315094556	4.956048534414567e-06	5.430448892685355e-05	0.0001693315094556	NA	NA	NA	NA	NA	NA	SLC25A29	NA	NA
ENSG00000101773	0.0001835170935196	0.0001835170935196	0.0001914015944397	2.068978395104602e-05	5.332685009687959e-05	0.0001914015944397	NA	NA	NA	NA	NA	NA	RBBP8	NA	NA
ENSG00000130304	0.0002302812639638	0.0002302812639638	0.0002305468781664	9.601841823700502e-06	0.0001079723965881	0.0002305468781664	NA	NA	NA	NA	NA	NA	SLC27A1	NA	NA
ENSG00000144524	6.113055073010805e-05	6.113055073010805e-05	8.616837221720181e-05	8.704110459738365e-06	1.985365722568492e-05	8.616837221720181e-05	NA	NA	NA	NA	NA	NA	COPS7B	NA	NA
ENSG00000182447	0.0001046823517585	0.0001046823517585	0.00010507296088	5.131934241724903e-06	4.141170945266621e-05	0.00010507296088	NA	NA	NA	NA	NA	NA	OTOL1	NA	NA
ENSG00000155275	0.0002024765906647	0.0002024765906647	0.0002281983129224	1.3398562485310658e-05	6.322600126339424e-05	0.0002281983129224	NA	NA	NA	NA	NA	NA	TRMT44	NA	NA
ENSG00000123908	0.0003086722737628	0.0003086722737628	0.0003091454688129	1.798185831514625e-05	0.0001556927781619	0.0003091454688129	NA	NA	NA	NA	NA	NA	AGO2	NA	NA
ENSG00000111361	7.348272718004993e-05	7.348272718004993e-05	0.0001052100088804	7.345237127117385e-06	2.088709735873929e-05	0.0001052100088804	NA	NA	NA	NA	NA	NA	EIF2B1	NA	NA
ENSG00000167797	3.710831295908346e-05	3.710831295908346e-05	3.746588770922452e-05	1.7307332163506822e-06	1.545338966995399e-05	3.746588770922452e-05	NA	NA	NA	NA	NA	NA	CDK2AP2	NA	NA
ENSG00000169609	3.0530008941507176e-05	3.0530008941507176e-05	3.952383976684036e-05	2.6338215054085702e-06	1.3228033703096076e-05	3.952383976684036e-05	NA	NA	NA	NA	NA	NA	C15orf40	NA	NA
ENSG00000138039	0.0001663106501121	0.0001663106501121	0.0001739375722171	1.0211638463766268e-05	6.133500670459556e-05	0.0001739375722171	NA	NA	NA	NA	NA	NA	LHCGR	NA	NA
ENSG00000221947	7.824860487356524e-05	7.824860487356524e-05	7.848832727159991e-05	4.3395557379791e-06	2.8725618005089957e-05	7.848832727159991e-05	NA	NA	NA	NA	NA	NA	XKR9	NA	NA
ENSG00000169764	0.0001110276295344	0.0001110276295344	0.0001134364601858	7.72513239849072e-06	3.766945086286292e-05	0.0001134364601858	NA	NA	NA	NA	NA	NA	UGP2	NA	NA
ENSG00000112584	0.0001701962064482	0.0001701962064482	0.0001778762513938	1.651495365976107e-05	7.267829559483848e-05	0.0001778762513938	NA	NA	NA	NA	NA	NA	FAM120B	NA	NA
ENSG00000078237	6.155955114819234e-05	6.155955114819234e-05	6.189525178752578e-05	2.484274013152321e-06	2.4406597146644588e-05	6.189525178752578e-05	NA	NA	NA	NA	NA	NA	TIGAR	NA	NA
ENSG00000152484	8.495324304131679e-05	8.495324304131679e-05	8.51916262080775e-05	6.887220031431074e-06	2.7613609637297988e-05	8.51916262080775e-05	NA	NA	NA	NA	NA	NA	USP12	NA	NA
ENSG00000196104	8.811918577290268e-05	8.757144018186259e-05	9.393100309136276e-05	9.051417770112568e-06	2.997735283579599e-05	9.393100309136276e-05	NA	NA	NA	NA	NA	NA	SPOCK3	NA	NA
ENSG00000115226	5.713115973570875e-05	5.713115973570875e-05	5.735391853760688e-05	4.095815646122652e-06	2.179241769992041e-05	5.735391853760688e-05	NA	NA	NA	NA	NA	NA	FNDC4	NA	NA
ENSG00000164304	0.0001353128030455	0.0001094799245921	0.0001551856559195	1.4596728065059286e-05	5.290454583516503e-05	0.0001551856559195	NA	NA	NA	NA	NA	NA	CAGE1	NA	NA
ENSG00000176723	0.0001153787919434	0.0001153787919434	0.00011579573928	4.000283815248509e-06	5.6946792230330295e-05	0.00011579573928	NA	NA	NA	NA	NA	NA	ZNF843	NA	NA
ENSG00000144554	0.000227297010275	0.0002296183444832	0.000237128307057	2.6229737320896933e-05	8.209443068188667e-05	0.000237128307057	NA	NA	NA	NA	NA	NA	FANCD2	NA	NA
ENSG00000114124	0.0001410085536536	0.0001410085536536	0.0001413513968597	5.427011532415585e-06	6.149705368874208e-05	0.0001413513968597	NA	NA	NA	NA	NA	NA	GRK7	NA	NA
ENSG00000124493	0.0003379916176327	0.0003379916176327	0.0003767288822313	1.5719896693467393e-05	0.0001614912031676	0.0003767288822313	0.31255	0.65441	0.39569	0.0	0.0	34035784	GRM4	0.13275515	0.0027739999999999987
ENSG00000145192	8.93651172680883e-05	8.93651172680883e-05	8.979768896956983e-05	3.918144297113731e-06	4.165009261942697e-05	8.979768896956983e-05	NA	NA	NA	NA	NA	NA	AHSG	NA	NA
ENSG00000196597	7.295596287896831e-05	7.295596287896831e-05	9.337745416480266e-05	1.6767175549685745e-06	7.85102013824077e-06	9.337745416480266e-05	NA	NA	NA	NA	NA	NA	ZNF782	NA	NA
ENSG00000169758	0.0001543923845949	0.0001543923845949	0.0001547245139508	7.142120383903678e-06	8.153552483023045e-05	0.0001547245139508	NA	NA	NA	NA	NA	NA	TMEM266	NA	NA
ENSG00000130720	0.0002068277530737	0.0002068277530737	0.0002873436764941	9.009008779771242e-06	4.647400366814645e-05	0.0002873436764941	NA	NA	NA	NA	NA	NA	FIBCD1	NA	NA
ENSG00000184922	0.0002863678233058	0.0002863678233058	0.0003002002967239	1.9488939908749546e-05	0.0001133208398858	0.0003002002967239	0.83179	0.80965	0.90355	0.0	0.0	45244879	FMNL1	0.72552478	0.0032283699999999804
ENSG00000144043	1.2225842299766872e-05	1.2225842299766872e-05	1.2225842299766872e-05	1.62939804995615e-07	3.20611966980413e-06	1.2225842299766872e-05	NA	NA	NA	NA	NA	NA	TEX261	NA	NA
ENSG00000149932	5.2311266380811074e-05	5.2311266380811074e-05	5.272374961318353e-05	3.584229299478883e-06	2.2932103514040398e-05	5.272374961318353e-05	NA	NA	NA	NA	NA	NA	TMEM219	NA	NA
ENSG00000159202	9.62599262767388e-05	9.62599262767388e-05	9.803708617725264e-05	5.276124808885401e-06	3.888100875535078e-05	9.803708617725264e-05	NA	NA	NA	NA	NA	NA	UBE2Z	NA	NA
ENSG00000171302	0.0001348418400475	0.0001348418400475	0.0001363949019149	6.464915769716425e-06	7.745577995939484e-05	0.0001363949019149	NA	NA	NA	0.0	1.0	NA	CANT1	NA	NA
ENSG00000160094	0.0001466690378381	0.0001466690378381	0.0001469404553763	6.939450051114616e-06	8.347874940871213e-05	0.0001469404553763	NA	NA	NA	NA	NA	NA	ZNF362	NA	NA
ENSG00000169756	2.39075102918909e-05	2.39075102918909e-05	3.522044327325746e-05	4.691773563024415e-06	1.3982467320747e-05	3.522044327325746e-05	NA	NA	NA	NA	NA	NA	LIMS1	NA	NA
ENSG00000115568	0.0004343381475318	0.0004343381475318	0.000489250647457	2.378564024596269e-05	0.0001297344583792	0.000489250647457	NA	NA	NA	NA	NA	NA	ZNF142	NA	NA
ENSG00000109576	8.183194135219534e-05	8.183194135219534e-05	8.612462399558684e-05	7.692098027066953e-06	2.9727362997994543e-05	8.612462399558684e-05	NA	NA	NA	NA	NA	NA	AADAT	NA	NA
ENSG00000166169	0.0001492934847246	0.0001492934847246	0.0001721238066618	1.6084167599978143e-05	3.834933393959796e-05	0.0001721238066618	NA	NA	NA	NA	NA	NA	POLL	NA	NA
ENSG00000108523	8.890129683688203e-05	8.890129683688203e-05	8.929949493566583e-05	8.36171366403524e-06	3.360666958816404e-05	8.929949493566583e-05	NA	NA	NA	NA	NA	NA	RNF167	NA	NA
ENSG00000100417	7.138816946761313e-05	7.138816946761313e-05	7.854680703722908e-05	6.188587716860849e-06	2.6315001712004133e-05	7.854680703722908e-05	NA	NA	NA	NA	NA	NA	PMM1	NA	NA
ENSG00000140479	0.0003045028003966	0.0003045028003966	0.0003210664127926	2.604001289042254e-05	0.0001465909160138	0.000321265511842	NA	NA	NA	NA	NA	NA	PCSK6	NA	NA
